name,category,target_rationale,evidence_level,pubchem_cid,molecular_formula,molecular_weight,smiles_canonical_rdkit,smiles_pubchem_raw
lansoprazole,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H14F3N3O2S,369.4,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
levofloxacin-anhydrous,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H20FN3O4,361.4,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
levorphanol,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H23NO,257.4,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
lidocaine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C14H22N2O,234.3,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCN(CC)CC(=O)Nc1c(C)cccc1C
lindane,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C6H6Cl6,290.8,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
linezolid,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H20FN3O4,337.4,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
lofexidine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C11H12Cl2N2O,259.1,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
lomefloxacin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H19F2N3O3,351.4,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
lomustine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C9H16ClN3O2,233.7,O=NN(CCCl)C(=O)NC1CCCCC1,O=NN(CCCl)C(=O)NC1CCCCC1
lorazepam,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H10Cl2N2O2,321.2,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
lormetazepam,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H12Cl2N2O2,335.2,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21
lovastatin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C24H36O5,404.5,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
loxoprofen,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H18O3,246.3,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
macimorelin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C26H30N6O3,474.6,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O
mafenide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C7H10N2O2S,186.2,NCc1ccc(S(N)(=O)=O)cc1,NCc1ccc(S(N)(=O)=O)cc1
maralixibat-chloride,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C40H56N3O4S+,675.0,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O.[Cl-]
mecamylamine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C11H21N,167.3,CNC1(C)C2CCC(C2)C1(C)C,CNC1(C)C2CCC(C2)C1(C)C
mechlorethamine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C5H11Cl2N,156.1,CN(CCCl)CCCl,CN(CCCl)CCCl
meclofenamic-acid,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C14H11Cl2NO2,296.2,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
melagatran,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C22H31N5O4,429.5,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1
melatonin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C13H16N2O2,232.3,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
meloxicam,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C14H13N3O4S2,351.4,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
menadione,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C11H8O2,172.2,CC1=CC(=O)c2ccccc2C1=O,CC1=CC(=O)c2ccccc2C1=O
meperidine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H21NO2,247.3,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
meropenem,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H25N3O5S,383.5,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
methaqualone,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H14N2O,250.3,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
metharbital,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C9H14N2O3,198.2,CCC1(CC)C(=O)NC(=O)N(C)C1=O,CCC1(CC)C(=O)NC(=O)N(C)C1=O
methazolamide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C5H8N4O3S2,236.3,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
methicillin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H20N2O6S,380.4,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
methohexital,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C14H18N2O3,262.3,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
methoxamine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C11H17NO3,211.3,COc1ccc(OC)c(C(O)C(C)N)c1,COc1ccc(OC)c(C(O)C(C)N)c1
methoxsalen,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C12H8O4,216.2,COc1c2occc2cc2ccc(=O)oc12,COc1c2occc2cc2ccc(=O)oc12
methyldopa,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C10H13NO4,211.2,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
metoclopramide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C14H22ClN3O2,299.8,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
metoprolol,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H25NO3,267.4,COCCc1ccc(OCC(O)CNC(C)C)cc1,COCCc1ccc(OCC(O)CNC(C)C)cc1
mexiletine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C11H17NO,179.3,Cc1cccc(C)c1OCC(C)N,Cc1cccc(C)c1OCC(C)N
mianserin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H20N2,264.4,CN1CCN2c3ccccc3Cc3ccccc3C2C1,CN1CCN2c3ccccc3Cc3ccccc3C2C1
miconazole,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H14Cl4N2O,416.1,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
miltefosine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C21H46NO4P,407.6,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
misoprostol,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C22H38O5,382.5,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
mitomycin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H18N4O5,334.3,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
mitoxantrone,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C22H28N4O6,444.5,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
molindone,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H24N2O2,276.4,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
morphine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H19NO3,285.3,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
moxifloxacin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C21H24FN3O4,401.4,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
moxonidine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C9H12ClN5O,241.7,COc1nc(C)nc(Cl)c1NC1=NCCN1,COc1nc(C)nc(Cl)c1NC1=NCCN1
naftifine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C21H21N,287.4,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12
nalidixic-acid,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C12H12N2O3,232.2,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
naloxone,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H21NO4,327.4,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
naltrexone,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C20H23NO4,341.4,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
nefazodone,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C25H32ClN5O2,470.0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
nelfinavir,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C32H45N3O4S,567.8,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
neostigmine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C12H19N2O2+,223.3,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
nevirapine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H14N4O,266.3,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
nicotine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C10H14N2,162.2,CN1CCC[C@H]1c1cccnc1,CN1CCC[C@H]1c1cccnc1
nitrazepam,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H11N3O3,281.3,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
nitrofurantoin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C8H6N4O5,238.2,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
nomifensine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H18N2,238.3,CN1Cc2c(N)cccc2C(c2ccccc2)C1,CN1Cc2c(N)cccc2C(c2ccccc2)C1
norfloxacin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H18FN3O3,319.3,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
nortriptyline,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H21N,263.4,CNCCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21
ofloxacin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H20FN3O4,361.4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
olsalazine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C14H10N2O6,302.2,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O
ondansetron,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C18H19N3O,293.4,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
oxazepam,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H11ClN2O2,286.7,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
oxprenolol,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H23NO3,265.4,C=CCOc1ccccc1OCC(O)CNC(C)C,C=CCOc1ccccc1OCC(O)CNC(C)C
ozagrel,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C13H12N2O2,228.3,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1
paroxetine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H20FNO3,329.4,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
penicillin-g,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H18N2O4S,334.4,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
penicillin-v,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C16H18N2O5S,350.4,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
pentamidine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H24N4O2,340.4,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
pentobarbital,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C11H18N2O3,226.3,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
pentoxifylline,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C13H18N4O3,278.3,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
pergolide,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H26N2S,314.5,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
perphenazine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C21H26ClN3OS,404.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
phenacetin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C10H13NO2,179.2,CCOc1ccc(NC(C)=O)cc1,CCOc1ccc(NC(C)=O)cc1
phenobarbital,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C12H12N2O3,232.2,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
phentolamine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C17H19N3O,281.4,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
phenylbutazone,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H20N2O2,308.4,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
phenytoin,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H12N2O2,252.3,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
physostigmine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H21N3O2,275.4,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
pilocarpine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C11H16N2O2,208.3,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
pindolol,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C14H20N2O2,248.3,CC(C)NCC(O)COc1cccc2[nH]ccc12,CC(C)NCC(O)COc1cccc2[nH]ccc12
pioglitazone,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H20N2O3S,356.4,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
pirenzepine,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C19H21N5O2,351.4,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
piroxicam,approved_library,"FDA/EMA-approved small molecule (ChEMBL max_phase=4); unbiased repurposing-library screen, no target-specific rationale",approved (library screen),,C15H13N3O4S,331.4,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
